time,nodeid,temperature,humidity,light,voltage
30,1,0.20009765028953552,0.0059858085587620735,0.7404278516769409,-0.0762353166937828
30,2,0.20169846713542938,0.013331741094589233,0.7436320781707764,-0.0801067128777504
30,3,0.1382274133896898,0.988967344623328,0.027390438247011956,0.8541260865461349
30,4,0.20757964253425598,0.01335718110203743,0.7388888597488403,-0.09641597419977188
30,5,0.21161587536334991,0.01695481315255165,0.7319453954696655,-0.07679027318954468
30,6,0.1387359423352706,0.9889371603446336,0.06573705179282868,0.8388215635376892
30,7,0.21873986721038818,0.002319754334166646,0.7469223141670227,-0.11471401900053024
30,8,0.2057064324617386,0.004346434958279133,0.7455015182495117,-0.09705100208520889
30,9,0.20017442107200623,0.0069010150618851185,0.7352992296218872,-0.06575917452573776
30,10,0.20744270086288452,0.011171039193868637,0.7438928484916687,-0.08331692963838577
30,11,0.2055351734161377,0.0163180623203516,0.7354207038879395,-0.06314761191606522
30,12,0.21041645109653473,0.021997543051838875,0.7347121834754944,-0.06464902311563492
30,13,0.2029041200876236,0.015077590942382812,0.7380989193916321,-0.06747427582740784
30,14,0.2023410201072693,0.015106083825230598,0.7396317720413208,-0.06878984719514847
30,15,0.20078560709953308,0.014145595021545887,0.7395262718200684,-0.0682925209403038
30,16,0.21519827842712402,0.001810099696740508,0.7482930421829224,-0.11674847453832626
30,17,0.20451006293296814,0.016512101516127586,0.7385790348052979,-0.06868912279605865
30,18,0.20814567804336548,0.019343286752700806,0.7504358291625977,-0.10431721061468124
30,19,0.1371178956902408,0.9889899526809626,0.03884462151394423,0.8541260865461349
30,20,0.1414635066797494,0.9885949366283645,0.06972111553784861,1.0
30,21,0.20009443163871765,0.005786213092505932,0.74005526304245,-0.07549253851175308
30,22,0.20267172157764435,0.006461974699050188,0.7441717982292175,-0.09118913114070892
30,23,0.2055726796388626,0.00793791189789772,0.7372826933860779,-0.0689796507358551
30,24,0.1372103554985282,0.9889974850454606,0.07768924302788846,0.8580371366076168
30,25,0.13684051626537852,0.9890426244117465,0.052788844621513946,0.8541260865461349
30,26,0.13644756208015701,0.9892669836180392,0.06573705179282868,0.8541260865461349
30,27,0.1380656087251868,0.9889974850454606,0.04282868525896415,0.8580371366076168
30,28,0.200996533036232,0.015838531777262688,0.739518404006958,-0.06785615533590317
30,29,0.22048936784267426,-0.0025846941862255335,0.7489246726036072,-0.1237374097108841
30,30,0.20756392180919647,0.006074855104088783,0.7476106882095337,-0.10166029632091522
30,31,0.1367018265529474,0.9892073715863423,0.08167330677290836,0.8541260865461349
30,32,0.20653682947158813,0.007833159528672695,0.7468743920326233,-0.0980210080742836
30,33,0.20317566394805908,0.00518181174993515,0.7382187843322754,-0.07064253836870193
30,34,0.1364013321760133,0.9892073715863423,0.03286852589641434,0.850246782020866
30,35,0.20391078293323517,0.007938724011182785,0.736061155796051,-0.06498625874519348
30,36,0.20629043877124786,0.020564215257763863,0.7369925379753113,-0.06893288344144821
30,37,0.20879264175891876,0.007450082339346409,0.7340058088302612,-0.06492266803979874
30,38,0.20314346253871918,0.012555661611258984,0.745451033115387,-0.08829228579998016
30,39,0.20835840702056885,0.0067076049745082855,0.74831622838974,-0.10232619196176529
30,40,0.1367942863612348,0.9890426244117465,0.09362549800796814,0.850246782020866
30,41,0.20160514116287231,0.006528622470796108,0.7438073754310608,-0.0872415155172348
30,42,0.20265215635299683,0.007799915038049221,0.743302047252655,-0.08363932371139526
30,43,0.13716412559438448,0.9888539644468008,0.2589641434262948,0.8388215635376892
30,44,0.21076750755310059,0.004070578143000603,0.7472363114356995,-0.11224272102117538
30,45,0.202488511800766,0.013225826434791088,0.7289515733718872,-0.06094355881214142
30,46,0.20953455567359924,0.0035967002622783184,0.7495019435882568,-0.11126575618982315
30,47,0.21928417682647705,-0.0012895771069452167,0.7489545345306396,-0.12172763794660568
30,48,0.2022320032119751,0.010259012691676617,0.722382128238678,-0.05734781175851822
30,49,0.2006249576807022,0.005299923941493034,0.737989068031311,-0.07523026317358017
30,50,0.20286455750465393,0.01663883775472641,0.7419577240943909,-0.07738818228244781
30,51,0.20260386168956757,0.004109004512429237,0.7426069974899292,-0.08517786115407944
30,52,0.21097443997859955,0.013561380095779896,0.7080026268959045,-0.059336259961128235
30,53,0.20581082999706268,0.011529563926160336,0.7331337928771973,-0.06645083427429199
30,54,0.20492368936538696,0.00970695074647665,0.7380722761154175,-0.08026833832263947
60,1,0.13771888444410899,0.9889899526809626,0.02440239043824701,0.8541260865461349
60,2,0.2405531257390976,0.012603729031980038,0.8400261402130127,-0.047827452421188354
60,3,0.24276447296142578,0.007982233539223671,0.8406096696853638,-0.04906417801976204
60,4,0.2353837639093399,0.009399686008691788,0.8363710641860962,-0.05218800902366638
60,5,0.240635946393013,0.008307484909892082,0.8375110626220703,-0.046654194593429565
60,6,0.24777071177959442,0.005090438760817051,0.852416455745697,-0.08947870880365372
60,7,0.24034199118614197,0.007562620565295219,0.8494517207145691,-0.060870878398418427
60,8,0.23761437833309174,0.012770533561706543,0.8412988781929016,-0.04436749592423439
60,9,0.23618309199810028,0.009947986342012882,0.8429292440414429,-0.045627035200595856
60,10,0.24372582137584686,0.014427118934690952,0.8329300880432129,-0.07057206332683563
60,11,0.23473893105983734,0.008880170993506908,0.8234766125679016,-0.05606905370950699
60,12,0.23926468193531036,0.022177603095769882,0.8476729989051819,-0.06756811589002609
60,13,0.23927192389965057,0.008152076043188572,0.8370041847229004,-0.05756562203168869
60,14,0.23645156621932983,0.020939361304044724,0.8384024500846863,-0.042359285056591034
60,15,0.23776839673519135,0.009789036586880684,0.8420115113258362,-0.04998113587498665
60,16,0.24512208998203278,0.005544872954487801,0.8555246591567993,-0.08482705056667328
60,17,0.24172356724739075,0.02522806078195572,0.8362429738044739,-0.04677322506904602
60,18,0.1359852630387199,0.9891101635169981,0.030876494023904383,0.7926508556690245
60,19,0.2404206544160843,0.0098698316141963,0.8452503681182861,-0.06233774125576019
60,20,0.23185178637504578,0.029017331078648567,0.8186600208282471,-0.041511427611112595
60,21,0.2358635812997818,0.008693035691976547,0.8405722975730896,-0.04228091984987259
60,22,0.13688674616952223,0.9889824203164645,0.044820717131474105,0.8388215635376892
60,23,0.13831987319797723,0.9889069431735177,0.12749003984063748,0.8541260865461349
60,24,0.13688674616952223,0.9890162995104949,0.07768924302788846,0.8580371366076168
60,25,0.13644756208015701,0.9890726661566148,0.052788844621513946,0.8541260865461349
60,26,0.13617018265529476,0.9893078688978253,0.06573705179282868,0.850246782020866
60,27,0.1378113442523964,0.9890313423112099,0.04282868525896415,0.8541260865461349
60,28,0.24708494544029236,0.006103286519646645,0.8491174578666687,-0.0728086456656456
